FabGuard-V19.02.00
EXPORTED BIN DATA
Run Path and Name: c:\Inficon\data\009-13-2026\scaleupCCU2026, Position 1, RGA MPH 100 70252106, 009-13-2026 20'23'55.isi
SensorID:  RGA MPH 100 70252106
7 Bins 
50694 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure	28_amu_(Nitrogen)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Relay_1_(DO_0)
3356.166	1789305591.698	09/13/2026_21:19:51.698	1	2	5.297767348e-05	6.381283058e-09	9.709339235e-12	1	1	0
3356.246	1789305591.778	09/13/2026_21:19:51.778	1	2	5.291756679e-05	6.417720133e-09	9.648672486e-12	1	1	0
3356.326	1789305591.858	09/13/2026_21:19:51.858	1	2	5.27668526e-05	6.463771296e-09	9.688114026e-12	1	1	0
3356.406	1789305591.938	09/13/2026_21:19:51.938	1	2	5.26683325e-05	6.451993162e-09	9.713758443e-12	1	1	0
3356.485	1789305592.017	09/13/2026_21:19:52.017	1	2	5.257565135e-05	6.429598631e-09	9.705996423e-12	1	1	0
3356.565	1789305592.097	09/13/2026_21:19:52.097	1	2	5.252985284e-05	6.435493027e-09	9.692550582e-12	1	1	0
3356.645	1789305592.177	09/13/2026_21:19:52.177	1	2	5.246961155e-05	6.432590016e-09	9.672441667e-12	1	1	0
3356.725	1789305592.257	09/13/2026_21:19:52.257	1	2	5.247558147e-05	6.41192166e-09	9.760318422e-12	1	1	0
3356.805	1789305592.337	09/13/2026_21:19:52.337	1	2	5.24596835e-05	6.457243185e-09	9.655791791e-12	1	1	0
3356.884	1789305592.416	09/13/2026_21:19:52.416	1	2	5.241788676e-05	6.441071232e-09	9.683817116e-12	1	1	0
3356.964	1789305592.496	09/13/2026_21:19:52.496	1	2	5.242816769e-05	6.406609909e-09	9.638602416e-12	1	1	0
3357.044	1789305592.576	09/13/2026_21:19:52.576	1	2	5.247060471e-05	6.395058705e-09	9.669823969e-12	1	1	0
3357.124	1789305592.656	09/13/2026_21:19:52.656	1	2	5.256944132e-05	6.417555376e-09	9.609509369e-12	1	1	0
3357.204	1789305592.736	09/13/2026_21:19:52.736	1	2	5.263678395e-05	6.461164936e-09	9.581588994e-12	1	1	0
3357.283	1789305592.815	09/13/2026_21:19:52.815	1	2	5.271071859e-05	6.445087575e-09	9.700402807e-12	1	1	0
3357.363	1789305592.895	09/13/2026_21:19:52.895	1	2	5.277321907e-05	6.447154366e-09	9.676999653e-12	1	1	0
3357.443	1789305592.975	09/13/2026_21:19:52.975	1	2	5.28292876e-05	6.458324986e-09	9.680701553e-12	1	1	0
3357.523	1789305593.055	09/13/2026_21:19:53.055	1	2	5.286881787e-05	6.446529532e-09	9.738179881e-12	1	1	0
3357.603	1789305593.135	09/13/2026_21:19:53.135	1	2	5.288397733e-05	6.416960741e-09	9.769116072e-12	1	1	0
3357.682	1789305593.214	09/13/2026_21:19:53.214	1	2	5.291760317e-05	6.420085796e-09	9.629600069e-12	1	1	0
3357.762	1789305593.294	09/13/2026_21:19:53.294	1	2	5.292634887e-05	6.435719513e-09	9.671975894e-12	1	1	0
3357.842	1789305593.374	09/13/2026_21:19:53.374	1	2	5.293905269e-05	6.435295852e-09	9.732145645e-12	1	1	0
3357.922	1789305593.454	09/13/2026_21:19:53.454	1	2	5.296650852e-05	6.432080202e-09	9.694686026e-12	1	1	0
3358.002	1789305593.534	09/13/2026_21:19:53.534	1	2	5.298392352e-05	6.487994586e-09	9.655513368e-12	1	1	0
3358.081	1789305593.613	09/13/2026_21:19:53.613	1	2	5.29763347e-05	6.43871223e-09	9.624104465e-12	1	1	0
3358.161	1789305593.693	09/13/2026_21:19:53.693	1	2	5.298240649e-05	6.387617102e-09	9.667353723e-12	1	1	0
3358.241	1789305593.773	09/13/2026_21:19:53.773	1	2	5.299687837e-05	6.415581399e-09	9.578278275e-12	1	1	0
3358.321	1789305593.853	09/13/2026_21:19:53.853	1	2	5.298881297e-05	6.467744562e-09	9.611164295e-12	1	1	0
3358.401	1789305593.933	09/13/2026_21:19:53.933	1	2	5.298640826e-05	6.420567633e-09	9.655138668e-12	1	1	0
3358.48	1789305594.012	09/13/2026_21:19:54.012	1	2	5.298366887e-05	6.421962961e-09	9.641920942e-12	1	1	0
3358.56	1789305594.092	09/13/2026_21:19:54.092	1	2	5.297800817e-05	6.450039169e-09	9.613602449e-12	1	1	0
3358.64	1789305594.172	09/13/2026_21:19:54.172	1	2	5.295553638e-05	6.427932409e-09	9.599837418e-12	1	1	0
3358.72	1789305594.252	09/13/2026_21:19:54.252	1	2	5.295518349e-05	6.428272137e-09	9.678629426e-12	1	1	0
3358.8	1789305594.332	09/13/2026_21:19:54.332	1	2	5.297451571e-05	6.414222486e-09	9.630978307e-12	1	1	0
3358.879	1789305594.411	09/13/2026_21:19:54.411	1	2	5.297067401e-05	6.457645085e-09	9.625857403e-12	1	1	0
3358.959	1789305594.491	09/13/2026_21:19:54.491	1	2	5.300493649e-05	6.420155518e-09	9.677546091e-12	1	1	0
3359.039	1789305594.571	09/13/2026_21:19:54.571	1	2	5.300728662e-05	6.456354562e-09	9.63382412e-12	1	1	0
3359.119	1789305594.651	09/13/2026_21:19:54.651	1	2	5.30096695e-05	6.436059241e-09	9.612321356e-12	1	1	0
3359.199	1789305594.731	09/13/2026_21:19:54.731	1	2	5.284375948e-05	6.447935075e-09	9.621030535e-12	1	1	0
3359.278	1789305594.810	09/13/2026_21:19:54.810	1	2	5.271058762e-05	6.411597031e-09	9.646796383e-12	1	1	0
3359.358	1789305594.890	09/13/2026_21:19:54.890	1	2	5.268224049e-05	6.433695798e-09	9.612134873e-12	1	1	0
3359.438	1789305594.970	09/13/2026_21:19:54.970	1	2	5.261518163e-05	6.450503687e-09	9.580179532e-12	1	1	0
3359.518	1789305595.050	09/13/2026_21:19:55.050	1	2	5.259379395e-05	6.421700061e-09	9.620484097e-12	1	1	0
3359.598	1789305595.130	09/13/2026_21:19:55.130	1	2	5.254160715e-05	6.417482989e-09	9.643983528e-12	1	1	0
3359.677	1789305595.209	09/13/2026_21:19:55.209	1	2	5.265097934e-05	6.433783284e-09	9.552503753e-12	1	1	0
3359.757	1789305595.289	09/13/2026_21:19:55.289	1	2	5.271125701e-05	6.465769697e-09	9.582298496e-12	1	1	0
3359.837	1789305595.369	09/13/2026_21:19:55.369	1	2	5.276328011e-05	6.432448796e-09	9.651355236e-12	1	1	0
3359.917	1789305595.449	09/13/2026_21:19:55.449	1	2	5.280458572e-05	6.428952037e-09	9.563356183e-12	1	1	0
3359.997	1789305595.529	09/13/2026_21:19:55.529	1	2	5.285285442e-05	6.452480772e-09	9.565679845e-12	1	1	0
3360.076	1789305595.608	09/13/2026_21:19:55.608	1	2	5.287732347e-05	6.449204282e-09	9.595793778e-12	1	1	0
3360.156	1789305595.688	09/13/2026_21:19:55.688	1	2	5.291147681e-05	6.416753795e-09	9.618633147e-12	1	1	0
3360.236	1789305595.768	09/13/2026_21:19:55.768	1	2	5.293288268e-05	6.445644907e-09	9.610740155e-12	1	1	0
3360.316	1789305595.848	09/13/2026_21:19:55.848	1	2	5.293573122e-05	6.42095932e-09	9.580064173e-12	1	1	0
3360.396	1789305595.928	09/13/2026_21:19:55.928	1	2	5.292052811e-05	6.419284215e-09	9.685463369e-12	1	1	0
3360.475	1789305596.007	09/13/2026_21:19:56.007	1	2	5.294089351e-05	6.438203304e-09	9.63387356e-12	1	1	0
3360.555	1789305596.087	09/13/2026_21:19:56.087	1	2	5.293735012e-05	6.459891733e-09	9.621184925e-12	1	1	0
3360.635	1789305596.167	09/13/2026_21:19:56.167	1	2	5.294466609e-05	6.442979927e-09	9.650173022e-12	1	1	0
3360.715	1789305596.247	09/13/2026_21:19:56.247	1	2	5.296442032e-05	6.436541966e-09	9.663920705e-12	1	1	0
3360.795	1789305596.327	09/13/2026_21:19:56.327	1	2	5.29960962e-05	6.459619062e-09	9.623485168e-12	1	1	0
3360.874	1789305596.406	09/13/2026_21:19:56.406	1	2	5.301824785e-05	6.445207923e-09	9.58495696e-12	1	1	0
3360.954	1789305596.486	09/13/2026_21:19:56.486	1	2	5.302801583e-05	6.408938713e-09	9.692280832e-12	1	1	0
3361.034	1789305596.566	09/13/2026_21:19:56.566	1	2	5.303349462e-05	6.437582023e-09	9.600278038e-12	1	1	0
3361.114	1789305596.646	09/13/2026_21:19:56.646	1	2	5.303502621e-05	6.458845903e-09	9.638807114e-12	1	1	0
3361.194	1789305596.726	09/13/2026_21:19:56.726	1	2	5.302189311e-05	6.442657075e-09	9.641057917e-12	1	1	0
3361.273	1789305596.805	09/13/2026_21:19:56.805	1	2	5.300493649e-05	6.408251707e-09	9.73902816e-12	1	1	0
3361.353	1789305596.885	09/13/2026_21:19:56.885	1	2	5.289544788e-05	6.431210231e-09	9.556074682e-12	1	1	0
3361.433	1789305596.965	09/13/2026_21:19:56.965	1	2	5.281556878e-05	6.452863133e-09	9.632625426e-12	1	1	0
3361.513	1789305597.045	09/13/2026_21:19:57.045	1	2	5.284849976e-05	6.427318233e-09	9.631712095e-12	1	1	0
3361.593	1789305597.125	09/13/2026_21:19:57.125	1	2	5.277592572e-05	6.457018031e-09	9.626322309e-12	1	1	0
3361.672	1789305597.204	09/13/2026_21:19:57.204	1	2	5.27069933e-05	6.459736301e-09	9.603450847e-12	1	1	0
3361.752	1789305597.284	09/13/2026_21:19:57.284	1	2	5.266311564e-05	6.414932585e-09	9.622816433e-12	1	1	0
3361.832	1789305597.364	09/13/2026_21:19:57.364	1	2	5.264937499e-05	6.443591438e-09	9.664010911e-12	1	1	0
3361.912	1789305597.444	09/13/2026_21:19:57.444	1	2	5.262656487e-05	6.435795452e-09	9.642492534e-12	1	1	0
3361.992	1789305597.524	09/13/2026_21:19:57.524	1	2	5.263407365e-05	6.441842171e-09	9.594048646e-12	1	1	0
3362.071	1789305597.603	09/13/2026_21:19:57.603	1	2	5.272043563e-05	6.435548983e-09	9.588764678e-12	1	1	0
3362.151	1789305597.683	09/13/2026_21:19:57.683	1	2	5.279129982e-05	6.426964294e-09	9.622106931e-12	1	1	0
3362.231	1789305597.763	09/13/2026_21:19:57.763	1	2	5.285629595e-05	6.452195667e-09	9.5890006e-12	1	1	0
3362.311	1789305597.843	09/13/2026_21:19:57.843	1	2	5.290064291e-05	6.455027179e-09	9.548874712e-12	1	1	0
3362.391	1789305597.923	09/13/2026_21:19:57.923	1	2	5.294394214e-05	6.398662933e-09	9.592116164e-12	1	1	0
3362.47	1789305598.002	09/13/2026_21:19:58.002	1	2	5.298718315e-05	6.437322675e-09	9.608725274e-12	1	1	0
3362.55	1789305598.082	09/13/2026_21:19:58.082	1	2	5.29997269e-05	6.450474821e-09	9.566365061e-12	1	1	0
3362.63	1789305598.162	09/13/2026_21:19:58.162	1	2	5.299508848e-05	6.427937294e-09	9.59894924e-12	1	1	0
3362.71	1789305598.242	09/13/2026_21:19:58.242	1	2	5.300665362e-05	6.431476685e-09	9.591790036e-12	1	1	0
3362.79	1789305598.322	09/13/2026_21:19:58.322	1	2	5.299945769e-05	6.423193977e-09	9.579339058e-12	1	1	0
3362.869	1789305598.401	09/13/2026_21:19:58.401	1	2	5.298890028e-05	6.434160316e-09	9.557820681e-12	1	1	0
3362.949	1789305598.481	09/13/2026_21:19:58.481	1	2	5.299585609e-05	6.419280218e-09	9.625662246e-12	1	1	0
3363.029	1789305598.561	09/13/2026_21:19:58.561	1	2	5.29909812e-05	6.391476681e-09	9.601794186e-12	1	1	0
3363.109	1789305598.641	09/13/2026_21:19:58.641	1	2	5.298197357e-05	6.445164402e-09	9.606320947e-12	1	1	0
3363.189	1789305598.721	09/13/2026_21:19:58.721	1	2	5.296248855e-05	6.433829025e-09	9.591390182e-12	1	1	0
3363.268	1789305598.800	09/13/2026_21:19:58.800	1	2	5.294990115e-05	6.445939338e-09	9.66116423e-12	1	1	0
3363.348	1789305598.880	09/13/2026_21:19:58.880	1	2	5.279716424e-05	6.430619592e-09	9.536775016e-12	1	1	0
3363.428	1789305598.960	09/13/2026_21:19:58.960	1	2	5.284959116e-05	6.454154544e-09	9.56933404e-12	1	1	0
3363.508	1789305599.040	09/13/2026_21:19:59.040	1	2	5.273706847e-05	6.413357401e-09	9.564213137e-12	1	1	0
3363.588	1789305599.120	09/13/2026_21:19:59.120	1	2	5.265236905e-05	6.438849898e-09	9.56193718e-12	1	1	0
3363.667	1789305599.199	09/13/2026_21:19:59.199	1	2	5.260958642e-05	6.457566037e-09	9.579077982e-12	1	1	0
3363.747	1789305599.279	09/13/2026_21:19:59.279	1	2	5.256308577e-05	6.450953105e-09	9.524877415e-12	1	1	0
3363.827	1789305599.359	09/13/2026_21:19:59.359	1	2	5.263098501e-05	6.413410247e-09	9.574519129e-12	1	1	0
3363.907	1789305599.439	09/13/2026_21:19:59.439	1	2	5.27248485e-05	6.401799535e-09	9.523401165e-12	1	1	0
3363.987	1789305599.519	09/13/2026_21:19:59.519	1	2	5.277732998e-05	6.436621458e-09	9.563022249e-12	1	1	0
3364.066	1789305599.598	09/13/2026_21:19:59.598	1	2	5.272185808e-05	6.408904518e-09	9.568868267e-12	1	1	0
3364.146	1789305599.678	09/13/2026_21:19:59.678	1	2	5.269634858e-05	6.442538947e-09	9.581882163e-12	1	1	0
3364.226	1789305599.758	09/13/2026_21:19:59.758	1	2	5.266716835e-05	6.456815083e-09	9.549919015e-12	1	1	0
3364.306	1789305599.838	09/13/2026_21:19:59.838	1	2	5.268874884e-05	6.429893507e-09	9.525341453e-12	1	1	0
3364.386	1789305599.918	09/13/2026_21:19:59.918	1	2	5.266861626e-05	6.382351092e-09	9.610218003e-12	1	1	0
3364.465	1789305599.997	09/13/2026_21:19:59.997	1	2	5.257266457e-05	6.427922639e-09	9.539595676e-12	1	1	0
3364.545	1789305600.077	09/13/2026_21:20:00.077	1	2	5.252544724e-05	6.466722269e-09	9.581914255e-12	1	1	0
3364.625	1789305600.157	09/13/2026_21:20:00.157	1	2	5.262003469e-05	6.413778841e-09	9.608987217e-12	1	1	0
3364.705	1789305600.237	09/13/2026_21:20:00.237	1	2	5.270877591e-05	6.398211294e-09	9.609786057e-12	1	1	0
3364.785	1789305600.317	09/13/2026_21:20:00.317	1	2	5.278195385e-05	6.449764722e-09	9.563544401e-12	1	1	0
3364.864	1789305600.396	09/13/2026_21:20:00.396	1	2	5.284109284e-05	6.437391065e-09	9.566242763e-12	1	1	0
3364.944	1789305600.476	09/13/2026_21:20:00.476	1	2	5.288425382e-05	6.458258373e-09	9.596151998e-12	1	1	0
3365.024	1789305600.556	09/13/2026_21:20:00.556	1	2	5.291909474e-05	6.416399856e-09	9.524641492e-12	1	1	0
3365.104	1789305600.636	09/13/2026_21:20:00.636	1	2	5.296233576e-05	6.462089086e-09	9.507982943e-12	1	1	0
3365.184	1789305600.716	09/13/2026_21:20:00.716	1	2	5.297058669e-05	6.465102231e-09	9.583073918e-12	1	1	0
3365.263	1789305600.795	09/13/2026_21:20:00.795	1	2	5.301128476e-05	6.391574825e-09	9.556809337e-12	1	1	0
3365.343	1789305600.875	09/13/2026_21:20:00.875	1	2	5.305635932e-05	6.436389643e-09	9.531270738e-12	1	1	0
3365.423	1789305600.955	09/13/2026_21:20:00.955	1	2	5.307113315e-05	6.46442766e-09	9.534499058e-12	1	1	0
3365.503	1789305601.035	09/13/2026_21:20:01.035	1	2	5.30952675e-05	6.437259614e-09	9.612158292e-12	1	1	0
3365.583	1789305601.115	09/13/2026_21:20:01.115	1	2	5.311644054e-05	6.429402788e-09	9.575391695e-12	1	1	0
3365.662	1789305601.194	09/13/2026_21:20:01.194	1	2	5.31170117e-05	6.477939518e-09	9.577927861e-12	1	1	0
3365.742	1789305601.274	09/13/2026_21:20:01.274	1	2	5.310061533e-05	6.455402435e-09	9.655309538e-12	1	1	0
3365.822	1789305601.354	09/13/2026_21:20:01.354	1	2	5.309420158e-05	6.411633446e-09	9.662412363e-12	1	1	0
3365.902	1789305601.434	09/13/2026_21:20:01.434	1	2	5.310389679e-05	6.452578472e-09	9.573906772e-12	1	1	0
3365.982	1789305601.514	09/13/2026_21:20:01.514	1	2	5.308609252e-05	6.461610358e-09	9.560763639e-12	1	1	0
3366.061	1789305601.593	09/13/2026_21:20:01.593	1	2	5.309630797e-05	6.412925746e-09	9.683124094e-12	1	1	0
3366.141	1789305601.673	09/13/2026_21:20:01.673	1	2	5.309861444e-05	6.432594457e-09	9.576044818e-12	1	1	0
3366.221	1789305601.753	09/13/2026_21:20:01.753	1	2	5.308649634e-05	6.430626698e-09	9.591888915e-12	1	1	0
3366.301	1789305601.833	09/13/2026_21:20:01.833	1	2	5.308814798e-05	6.452714807e-09	9.5808474e-12	1	1	0
3366.381	1789305601.913	09/13/2026_21:20:01.913	1	2	5.304326987e-05	6.424399679e-09	9.574340452e-12	1	1	0
3366.46	1789305601.992	09/13/2026_21:20:01.992	1	2	5.303480793e-05	6.436187583e-09	9.529379022e-12	1	1	0
3366.54	1789305602.072	09/13/2026_21:20:02.072	1	2	5.309542394e-05	6.446119638e-09	9.547023762e-12	1	1	0
3366.62	1789305602.152	09/13/2026_21:20:02.152	1	2	5.300075645e-05	6.410073805e-09	9.609476409e-12	1	1	0
3366.7	1789305602.232	09/13/2026_21:20:02.232	1	2	5.30034813e-05	6.420905585e-09	9.511129731e-12	1	1	0
3366.78	1789305602.312	09/13/2026_21:20:02.312	1	2	5.29682693e-05	6.416807086e-09	9.524200872e-12	1	1	0
3366.859	1789305602.391	09/13/2026_21:20:02.391	1	2	5.289071487e-05	6.416505105e-09	9.571078305e-12	1	1	0
3366.939	1789305602.471	09/13/2026_21:20:02.471	1	2	5.283290375e-05	6.403910291e-09	9.583995056e-12	1	1	0
3367.019	1789305602.551	09/13/2026_21:20:02.551	1	2	5.27640259e-05	6.42036202e-09	9.513560079e-12	1	1	0
3367.099	1789305602.631	09/13/2026_21:20:02.631	1	2	5.26980366e-05	6.444214051e-09	9.538135906e-12	1	1	0
3367.179	1789305602.711	09/13/2026_21:20:02.711	1	2	5.264549327e-05	6.420699084e-09	9.535609281e-12	1	1	0
3367.258	1789305602.790	09/13/2026_21:20:02.790	1	2	5.261896877e-05	6.403577668e-09	9.535991788e-12	1	1	0
3367.338	1789305602.870	09/13/2026_21:20:02.870	1	2	5.260074613e-05	6.416680964e-09	9.58721557e-12	1	1	0
3367.418	1789305602.950	09/13/2026_21:20:02.950	1	2	5.257054727e-05	6.41576392e-09	9.539065718e-12	1	1	0
3367.498	1789305603.030	09/13/2026_21:20:03.030	1	2	5.257954035e-05	6.416562393e-09	9.583782552e-12	1	1	0
3367.578	1789305603.110	09/13/2026_21:20:03.110	1	2	5.256857548e-05	6.394460961e-09	9.465425839e-12	1	1	0
3367.657	1789305603.189	09/13/2026_21:20:03.189	1	2	5.252509072e-05	6.44332232e-09	9.565452597e-12	1	1	0
3367.737	1789305603.269	09/13/2026_21:20:03.269	1	2	5.254204007e-05	6.419871745e-09	9.541682548e-12	1	1	0
3367.817	1789305603.349	09/13/2026_21:20:03.349	1	2	5.257718658e-05	6.408735764e-09	9.564089971e-12	1	1	0
3367.897	1789305603.429	09/13/2026_21:20:03.429	1	2	5.267058077e-05	6.464268676e-09	9.5372963e-12	1	1	0
3367.977	1789305603.509	09/13/2026_21:20:03.509	1	2	5.274880823e-05	6.419401455e-09	9.513445587e-12	1	1	0
3368.056	1789305603.588	09/13/2026_21:20:03.588	1	2	5.284124563e-05	6.430137311e-09	9.586448822e-12	1	1	0
3368.136	1789305603.668	09/13/2026_21:20:03.668	1	2	5.292217975e-05	6.389822005e-09	9.508659485e-12	1	1	0
3368.216	1789305603.748	09/13/2026_21:20:03.748	1	2	5.295511073e-05	6.45259135e-09	9.489659926e-12	1	1	0
3368.296	1789305603.828	09/13/2026_21:20:03.828	1	2	5.298837277e-05	6.42302167e-09	9.591724984e-12	1	1	0
3368.376	1789305603.908	09/13/2026_21:20:03.908	1	2	5.301688725e-05	6.391187579e-09	9.525514058e-12	1	1	0
3368.455	1789305603.987	09/13/2026_21:20:03.987	1	2	5.301709825e-05	6.433572342e-09	9.443239593e-12	1	1	0
3368.535	1789305604.067	09/13/2026_21:20:04.067	1	2	5.298452379e-05	6.428925836e-09	9.549991874e-12	1	1	0
3368.615	1789305604.147	09/13/2026_21:20:04.147	1	2	5.294600123e-05	6.427884891e-09	9.54777403e-12	1	1	0
3368.695	1789305604.227	09/13/2026_21:20:04.227	1	2	5.28220844e-05	6.430053823e-09	9.479981036e-12	1	1	0
3368.775	1789305604.307	09/13/2026_21:20:04.307	1	2	5.273650822e-05	6.455350032e-09	9.497349088e-12	1	1	0
3368.854	1789305604.386	09/13/2026_21:20:04.386	1	2	5.268851601e-05	6.431700061e-09	9.537134103e-12	1	1	0
3368.934	1789305604.466	09/13/2026_21:20:04.466	1	2	5.266073276e-05	6.422221421e-09	9.554175159e-12	1	1	0
3369.014	1789305604.546	09/13/2026_21:20:04.546	1	2	5.271695773e-05	6.442056222e-09	9.525864472e-12	1	1	0
3369.094	1789305604.626	09/13/2026_21:20:04.626	1	2	5.277739547e-05	6.449947243e-09	9.487850609e-12	1	1	0
3369.174	1789305604.706	09/13/2026_21:20:04.706	1	2	5.281541598e-05	6.438209965e-09	9.550840153e-12	1	1	0
3369.253	1789305604.785	09/13/2026_21:20:04.785	1	2	5.285557199e-05	6.428650945e-09	9.525789879e-12	1	1	0
3369.333	1789305604.865	09/13/2026_21:20:04.865	1	2	5.281767153e-05	6.482503423e-09	9.517432849e-12	1	1	0
3369.413	1789305604.945	09/13/2026_21:20:04.945	1	2	5.277672608e-05	6.424920151e-09	9.504589824e-12	1	1	0
3369.493	1789305605.025	09/13/2026_21:20:05.025	1	2	5.275443255e-05	6.428190868e-09	9.54901349e-12	1	1	0
3369.573	1789305605.105	09/13/2026_21:20:05.105	1	2	5.272169801e-05	6.446339906e-09	9.511937245e-12	1	1	0
3369.652	1789305605.184	09/13/2026_21:20:05.184	1	2	5.268625318e-05	6.448898304e-09	9.495980391e-12	1	1	0
3369.732	1789305605.264	09/13/2026_21:20:05.264	1	2	5.269715257e-05	6.413439113e-09	9.536334396e-12	1	1	0
3369.812	1789305605.344	09/13/2026_21:20:05.344	1	2	5.270053589e-05	6.448670486e-09	9.483650844e-12	1	1	0
3369.892	1789305605.424	09/13/2026_21:20:05.424	1	2	5.278764729e-05	6.451867485e-09	9.509555469e-12	1	1	0
3369.972	1789305605.504	09/13/2026_21:20:05.504	1	2	5.283488281e-05	6.417163245e-09	9.469519786e-12	1	1	0
3370.051	1789305605.583	09/13/2026_21:20:05.583	1	2	5.291522393e-05	6.410540543e-09	9.532974236e-12	1	1	0
3370.131	1789305605.663	09/13/2026_21:20:05.663	1	2	5.297580719e-05	6.395289631e-09	9.479817972e-12	1	1	0
3370.211	1789305605.743	09/13/2026_21:20:05.743	1	2	5.30297184e-05	6.421702725e-09	9.447870437e-12	1	1	0
3370.291	1789305605.823	09/13/2026_21:20:05.823	1	2	5.306682215e-05	6.437586464e-09	9.509727207e-12	1	1	0
3370.371	1789305605.903	09/13/2026_21:20:05.903	1	2	5.307712127e-05	6.440675548e-09	9.482737512e-12	1	1	0
3370.45	1789305605.982	09/13/2026_21:20:05.982	1	2	5.30936486e-05	6.443188205e-09	9.431334186e-12	1	1	0
3370.53	1789305606.062	09/13/2026_21:20:06.062	1	2	5.307917672e-05	6.452961276e-09	9.499249477e-12	1	1	0
3370.61	1789305606.142	09/13/2026_21:20:06.142	1	2	5.30744619e-05	6.414822451e-09	9.529915919e-12	1	1	0
3370.69	1789305606.222	09/13/2026_21:20:06.222	1	2	5.30790785e-05	6.435053379e-09	9.484449684e-12	1	1	0
3370.77	1789305606.302	09/13/2026_21:20:06.302	1	2	5.310172855e-05	6.456015722e-09	9.490189884e-12	1	1	0
3370.849	1789305606.381	09/13/2026_21:20:06.381	1	2	5.3103955e-05	6.482263171e-09	9.523516524e-12	1	1	0
3370.929	1789305606.461	09/13/2026_21:20:06.461	1	2	5.312910798e-05	6.431599253e-09	9.536472306e-12	1	1	0
3371.009	1789305606.541	09/13/2026_21:20:06.541	1	2	5.301997226e-05	6.416199128e-09	9.467529191e-12	1	1	0
3371.089	1789305606.621	09/13/2026_21:20:06.621	1	2	5.291339767e-05	6.458302781e-09	9.431505056e-12	1	1	0
3371.169	1789305606.701	09/13/2026_21:20:06.701	1	2	5.283144128e-05	6.419702103e-09	9.53746717e-12	1	1	0
3371.248	1789305606.780	09/13/2026_21:20:06.780	1	2	5.278434401e-05	6.420990406e-09	9.428782408e-12	1	1	0
3371.328	1789305606.860	09/13/2026_21:20:06.860	1	2	5.274597424e-05	6.435955768e-09	9.452607967e-12	1	1	0
3371.408	1789305606.940	09/13/2026_21:20:06.940	1	2	5.276581578e-05	6.422083754e-09	9.473882616e-12	1	1	0
3371.488	1789305607.020	09/13/2026_21:20:07.020	1	2	5.284859799e-05	6.40328679e-09	9.48248511e-12	1	1	0
3371.568	1789305607.100	09/13/2026_21:20:07.100	1	2	5.279188917e-05	6.436061017e-09	9.478039881e-12	1	1	0
3371.647	1789305607.179	09/13/2026_21:20:07.179	1	2	5.274566865e-05	6.468477753e-09	9.447324867e-12	1	1	0
3371.727	1789305607.259	09/13/2026_21:20:07.259	1	2	5.272037015e-05	6.40982778e-09	9.551289447e-12	1	1	0
3371.807	1789305607.339	09/13/2026_21:20:07.339	1	2	5.27109587e-05	6.430270538e-09	9.466942855e-12	1	1	0
3371.887	1789305607.419	09/13/2026_21:20:07.419	1	2	5.27256052e-05	6.428057642e-09	9.471019455e-12	1	1	0
3371.967	1789305607.499	09/13/2026_21:20:07.499	1	2	5.262106424e-05	6.46115339e-09	9.453309663e-12	1	1	0
3372.046	1789305607.578	09/13/2026_21:20:07.578	1	2	5.254463395e-05	6.404438313e-09	9.492237725e-12	1	1	0
3372.126	1789305607.658	09/13/2026_21:20:07.658	1	2	5.271382179e-05	6.433946265e-09	9.395814855e-12	1	1	0
3372.206	1789305607.738	09/13/2026_21:20:07.738	1	2	5.284354847e-05	6.423737098e-09	9.394567589e-12	1	1	0
3372.286	1789305607.818	09/13/2026_21:20:07.818	1	2	5.292455899e-05	6.42210285e-09	9.499958112e-12	1	1	0
3372.366	1789305607.898	09/13/2026_21:20:07.898	1	2	5.29967765e-05	6.413914733e-09	9.449852359e-12	1	1	0
3372.445	1789305607.977	09/13/2026_21:20:07.977	1	2	5.303684156e-05	6.453851231e-09	9.392805977e-12	1	1	0
3372.525	1789305608.057	09/13/2026_21:20:08.057	1	2	5.307911124e-05	6.446501999e-09	9.432622218e-12	1	1	0
3372.605	1789305608.137	09/13/2026_21:20:08.137	1	2	5.308885375e-05	6.429873523e-09	9.448913874e-12	1	1	0
3372.685	1789305608.217	09/13/2026_21:20:08.217	1	2	5.311733184e-05	6.412812503e-09	9.360255626e-12	1	1	0
3372.765	1789305608.297	09/13/2026_21:20:08.297	1	2	5.311471614e-05	6.446982059e-09	9.447422011e-12	1	1	0
3372.844	1789305608.376	09/13/2026_21:20:08.376	1	2	5.312211579e-05	6.388915619e-09	9.432035881e-12	1	1	0
3372.924	1789305608.456	09/13/2026_21:20:08.456	1	2	5.313589645e-05	6.413444442e-09	9.45551016e-12	1	1	0
3373.004	1789305608.536	09/13/2026_21:20:08.536	1	2	5.313244765e-05	6.466905678e-09	9.477845592e-12	1	1	0
3373.084	1789305608.616	09/13/2026_21:20:08.616	1	2	5.313499787e-05	6.449090595e-09	9.53546183e-12	1	1	0
3373.164	1789305608.696	09/13/2026_21:20:08.696	1	2	5.314641021e-05	6.369225147e-09	9.527503786e-12	1	1	0
